WS_ID,Research_Status,Evidence_AsOf_UTC,Decision
WS:XSTO:LATOB.ST,RESEARCHED,2026-09-02T21:06:21Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:LIFCOB.ST,RESEARCHED,2026-09-02T21:06:21Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:LUNDB.ST,RESEARCHED,2026-09-02T21:06:21Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:NIBEB.ST,RESEARCHED,2026-09-02T21:08:02Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:OCTVSDB.ST,RESEARCHED,2026-09-02T21:08:02Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:SAABB.ST,RESEARCHED,2026-09-02T21:11:27Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:SAGAB.ST,RESEARCHED,2026-09-02T21:11:27Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:SCAB.ST,RESEARCHED,2026-09-02T21:11:27Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:SEBA.ST,RESEARCHED,2026-09-02T20:57:59Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:SECTB.ST,RESEARCHED,2026-09-02T20:57:59Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:SECUB.ST,RESEARCHED,2026-09-02T20:57:59Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:SHBA.ST,RESEARCHED,2026-09-02T20:57:59Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:SKAB.ST,RESEARCHED,2026-09-02T20:57:59Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:SKFB.ST,RESEARCHED,2026-09-02T20:57:59Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:SOBIV.ST,NOT_STARTED,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL
WS:XSTO:SSABB.ST,RESEARCHED,2026-09-02T20:57:59Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:SWECB.ST,RESEARCHED,2026-09-02T20:57:59Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:SWEDA.ST,RESEARCHED,2026-09-02T20:57:59Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:TEL2B.ST,RESEARCHED,2026-09-02T20:57:59Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:TRELB.ST,RESEARCHED,2026-09-02T20:57:59Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSTO:VOLVB.ST,RESEARCHED,2026-09-02T20:57:59Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSWX:ALCC.S,RESEARCHED,2026-09-02T21:27:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSWX:BKWB.S,RESEARCHED,2026-09-02T21:27:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSWX:COTNE.S,RESEARCHED,2026-09-02T21:27:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSWX:HBANC.S,RESEARCHED,2026-09-02T21:27:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSWX:ROPC.S,RESEARCHED,2026-09-02T21:27:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSWX:SIGNC.S,RESEARCHED,2026-09-02T21:27:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XSWX:SRENH.S,RESEARCHED,2026-09-02T21:27:00Z,CONFIRMED_CURRENT_SYMBOL_BUT_PRICE_VERIFY_REQUIRED
WS:XWAR:ACPP.WA,NOT_STARTED,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL
WS:XWAR:ALEP.WA,NOT_STARTED,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL
WS:XWAR:LPPP.WA,NOT_STARTED,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL
WS:XWAR:MILP.WA,NOT_STARTED,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL
WS:XWBO:ATSV.VI,NOT_STARTED,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL
WS:XWBO:BAWG.VI,NOT_STARTED,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL
WS:XWBO:ERST.VI,NOT_STARTED,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL
WS:XWBO:OMVV.VI,NOT_STARTED,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL
WS:XWBO:RBIV.VI,NOT_STARTED,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL
WS:XWBO:VERB.VI,NOT_STARTED,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL
WS:XWBO:VOES.VI,NOT_STARTED,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL
WS:XWBO:WBSV.VI,NOT_STARTED,2026-09-02T18:17:22.110176+00:00,UNRESOLVED_MANUAL
